date,open,high,low,close,volume
2016-11-21,1971.03,1976.23,1962.42,1966.05,223512
2016-11-22,1976.07,1986.82,1974.05,1983.47,231368
2016-11-23,1987.64,1996.65,1981.22,1987.95,308200
2016-11-24,1985.11,1988.96,1968.5,1971.26,235443
2016-11-25,1972.6,1978.45,1969.09,1974.46,201938
2016-11-28,1976.58,1983.43,1966.78,1978.13,213578
2016-11-29,1977.1,1982.53,1972.31,1978.39,214565
2016-11-30,1980.38,1988.44,1977.09,1983.48,233085
2016-12-01,1987.48,1989.08,1979.67,1983.75,217875
2016-12-02,1980.14,1981.64,1966.42,1970.61,243181
2016-12-05,1965.71,1971.24,1960.65,1963.36,237190
2016-12-06,1976.51,1993.47,1976.51,1989.86,214649
2016-12-07,1995.69,1997.62,1987.26,1991.89,204410
2016-12-08,2008.31,2031.07,2007.57,2031.07,239428
2016-12-09,2024.52,2026.83,2019.79,2024.69,225657
2016-12-12,2031.95,2031.95,2020.97,2027.24,289804
2016-12-13,2026.39,2035.99,2023.61,2035.98,383364
2016-12-14,2043.07,2044.42,2031.18,2036.87,384033
2016-12-15,2022.14,2040.62,2021.76,2036.65,300190
2016-12-16,2037.35,2043.6,2033.23,2042.24,289708
2016-12-19,2039.4,2046.03,2037.04,2038.39,249870
2016-12-20,2044.87,2047.38,2040.81,2041.94,314221
2016-12-21,2049.47,2053.46,2037.96,2037.96,284570
2016-12-22,2041.61,2042.9,2033.99,2035.73,275096
2016-12-23,2036.17,2037.71,2031.54,2035.9,310882
2016-12-26,2038.33,2039.76,2034.8,2037.75,366636
2016-12-27,2040.74,2044.43,2037.12,2042.17,384033
2016-12-28,2021.86,2029.69,2020.86,2024.49,356590
2016-12-29,2020.42,2026.57,2016.25,2026.46,264521
2017-01-02,2022.23,2031.79,2015.68,2026.16,229874
2017-01-03,2034.31,2044.07,2028.47,2043.97,268127
2017-01-04,2046.29,2046.29,2040.61,2045.64,371488
2017-01-05,2045.52,2046.5,2039.49,2041.95,541343
2017-01-06,2048.11,2051.84,2045.66,2049.12,455350
2017-01-09,2053.18,2053.18,2046.47,2048.78,398291
2017-01-10,2043.3,2046.78,2039.5,2045.12,512663
2017-01-11,2048.08,2079.7,2047.56,2075.17,335531
2017-01-12,2077.69,2087.14,2073.89,2087.14,555841
2017-01-13,2077.12,2080.94,2073.44,2076.79,518284
2017-01-16,2077.03,2080.05,2058.93,2064.17,683931
2017-01-17,2067.52,2078.8,2065.53,2071.87,601435
2017-01-18,2073.77,2075.23,2058.35,2070.54,530133
2017-01-19,2085.61,2091.02,2065.03,2072.79,415668
2017-01-20,2065.54,2072.32,2064.0,2065.61,392647
2017-01-23,2067.62,2073.8,2058.91,2065.99,444862
2017-01-24,2070.22,2072.66,2058.59,2065.76,312411
2017-01-25,2075.33,2077.72,2062.96,2066.94,311770
2017-01-26,2074.77,2088.6,2068.5,2083.59,257921
2017-01-31,2077.66,2079.97,2067.57,2067.57,288275
2017-02-01,2075.31,2082.7,2073.97,2080.48,452528
2017-02-02,2080.23,2092.45,2067.76,2071.01,825477
2017-02-03,2075.9,2079.85,2064.05,2073.16,392584
2017-02-06,2085.73,2088.37,2073.03,2077.66,315315
2017-02-07,2077.8,2079.23,2071.05,2075.21,271809
2017-02-08,2072.58,2072.58,2052.29,2065.08,266722
2017-02-09,2067.15,2072.69,2062.12,2065.88,236008
2017-02-10,2075.8,2080.74,2072.23,2075.08,314676
2017-02-13,2074.94,2078.66,2070.36,2078.65,289684
2017-02-14,2079.3,2081.59,2068.16,2074.57,332365
2017-02-15,2073.6,2087.69,2069.89,2083.86,338044
2017-02-16,2088.09,2092.59,2078.35,2081.84,330466
2017-02-17,2072.57,2081.18,2072.57,2080.58,301517
2017-02-20,2084.16,2085.59,2077.13,2084.39,297203
2017-02-21,2085.97,2108.48,2085.0,2102.93,292539
2017-02-22,2106.42,2108.98,2101.56,2106.61,312219
2017-02-23,2106.15,2108.99,2103.11,2107.63,430850
2017-02-24,2106.43,2107.83,2090.05,2094.12,385394
2017-02-27,2095.47,2097.24,2084.08,2085.52,343702
2017-02-28,2087.26,2094.41,2084.36,2091.64,399821
2017-03-02,2105.19,2112.58,2096.31,2102.65,434713
2017-03-03,2090.92,2091.59,2072.09,2078.75,425935
2017-03-06,2073.2,2083.8,2067.68,2081.36,431445
2017-03-07,2080.77,2096.79,2079.16,2094.05,277830
2017-03-08,2092.27,2101.56,2088.19,2095.41,381441
2017-03-09,2098.29,2100.08,2090.73,2091.06,408229
2017-03-10,2088.67,2102.05,2082.31,2097.35,500860
2017-03-13,2102.37,2122.88,2100.91,2117.59,382129
2017-03-14,2127.12,2135.5,2124.42,2133.78,365074
2017-03-15,2128.42,2135.38,2127.26,2133.0,374699
2017-03-16,2154.98,2156.85,2143.01,2150.08,402424
2017-03-17,2150.47,2164.59,2148.86,2164.58,302788
2017-03-20,2160.32,2160.57,2151.51,2157.01,264946
2017-03-21,2162.95,2181.99,2160.25,2178.38,303940
2017-03-22,2159.97,2170.0,2158.96,2168.3,394425
2017-03-23,2174.09,2182.42,2170.56,2172.72,358607
2017-03-24,2171.36,2179.34,2163.34,2168.95,358673
2017-03-27,2161.17,2165.25,2153.14,2155.66,395862
2017-03-28,2166.58,2169.14,2157.71,2163.31,393970
2017-03-29,2172.31,2172.31,2162.04,2166.98,626792
2017-03-30,2170.18,2174.16,2159.16,2164.64,643563
2017-03-31,2166.62,2166.93,2159.8,2160.23,441640
2017-04-03,2166.04,2171.33,2161.26,2167.51,398513
2017-04-04,2165.23,2166.94,2156.89,2161.1,522093
2017-04-05,2161.9,2164.85,2146.98,2160.85,571691
2017-04-06,2152.64,2153.83,2143.3,2152.75,510164
2017-04-07,2154.87,2155.7,2142.51,2151.73,408456
2017-04-10,2148.83,2148.83,2128.35,2133.32,512916
2017-04-11,2129.23,2136.55,2117.82,2123.85,489309
2017-04-12,2128.17,2129.82,2122.94,2128.91,427358
2017-04-13,2130.64,2148.61,2125.87,2148.61,357582
2017-04-14,2138.28,2141.61,2127.8,2134.88,383688
2017-04-17,2140.87,2150.7,2138.7,2145.76,259303
2017-04-18,2155.36,2155.36,2139.31,2148.46,291399
2017-04-19,2144.98,2148.03,2133.82,2138.4,344221
2017-04-20,2138.19,2150.43,2134.05,2149.15,268315
2017-04-21,2161.24,2169.46,2156.64,2165.04,281540
2017-04-24,2175.5,2177.89,2166.83,2173.74,374713
2017-04-25,2175.7,2196.85,2174.11,2196.85,275897
2017-04-26,2202.37,2210.61,2200.73,2207.84,397525
2017-04-27,2201.72,2211.59,2199.76,2209.46,386106
2017-04-28,2214.36,2217.04,2202.2,2205.44,268642
2017-05-02,2213.61,2229.74,2212.87,2219.67,295139
2017-05-04,2224.91,2241.24,2224.91,2241.24,261918
2017-05-08,2245.61,2292.76,2244.23,2292.76,281761
2017-05-10,2294.1,2323.22,2264.31,2270.12,422888
2017-05-11,2278.47,2297.67,2271.66,2296.37,463460
2017-05-12,2296.06,2296.51,2283.38,2286.02,335337
2017-05-15,2288.23,2297.31,2280.6,2290.65,251594
2017-05-16,2306.73,2309.0,2283.84,2295.33,368138
2017-05-17,2291.56,2295.87,2283.01,2293.08,394821
2017-05-18,2271.27,2288.85,2267.08,2286.82,378315
2017-05-19,2286.78,2293.82,2282.13,2288.48,421133
2017-05-22,2300.68,2305.21,2292.95,2304.03,340061
2017-05-23,2308.69,2326.57,2303.15,2311.74,341085
2017-05-24,2319.37,2322.54,2312.93,2317.34,409559
2017-05-25,2325.49,2343.72,2321.26,2342.93,369280
2017-05-26,2344.39,2364.8,2341.61,2355.3,312902
2017-05-29,2362.59,2371.67,2344.25,2352.97,316177
2017-05-30,2356.54,2358.69,2332.16,2343.68,508844
2017-05-31,2339.25,2355.23,2338.25,2347.38,555939
2017-06-01,2348.31,2351.31,2335.63,2344.61,336690
2017-06-02,2353.77,2372.65,2353.45,2371.72,399499
2017-06-05,2376.66,2376.83,2363.61,2368.62,326411
2017-06-07,2364.96,2369.43,2356.71,2360.14,376207
2017-06-08,2361.64,2365.52,2347.62,2363.57,417080
2017-06-09,2371.22,2385.15,2367.81,2381.69,520558
2017-06-12,2370.69,2374.7,2353.35,2357.87,327233
2017-06-13,2358.92,2375.81,2358.92,2374.7,322081
2017-06-14,2384.54,2387.29,2366.92,2372.64,392997
2017-06-15,2373.36,2378.04,2350.37,2361.65,334886
2017-06-16,2364.2,2365.37,2355.29,2361.83,329179
2017-06-19,2364.02,2377.2,2356.84,2370.9,290944
2017-06-20,2382.54,2382.54,2365.45,2369.23,360733
2017-06-21,2358.23,2359.97,2346.19,2357.53,360344
2017-06-22,2364.22,2370.39,2354.1,2370.37,299232
2017-06-23,2371.54,2380.94,2369.17,2378.6,256259
2017-06-26,2381.09,2390.7,2377.88,2388.66,325674
2017-06-27,2386.76,2397.14,2383.47,2391.95,358034
2017-06-28,2382.91,2390.89,2380.75,2382.56,361176
2017-06-29,2396.81,2402.8,2393.57,2395.66,445131
2017-06-30,2382.15,2391.81,2381.4,2391.79,343529
2017-07-03,2397.66,2399.9,2384.55,2394.48,310991
2017-07-04,2395.24,2398.02,2376.41,2380.52,411776
2017-07-05,2377.01,2390.29,2375.63,2388.35,333721
2017-07-06,2390.31,2392.5,2380.82,2387.81,301472
2017-07-07,2376.29,2385.02,2372.83,2379.87,314370
2017-07-10,2386.3,2389.87,2378.04,2382.1,296262
2017-07-11,2386.42,2396.46,2382.69,2396.0,284462
2017-07-12,2395.41,2399.28,2390.45,2391.77,268926
2017-07-13,2405.76,2422.26,2402.92,2409.49,289260
2017-07-14,2418.27,2421.48,2411.34,2414.63,258765
2017-07-17,2427.76,2430.34,2419.91,2425.1,254205
2017-07-18,2425.07,2426.16,2419.17,2426.04,260661
2017-07-19,2430.09,2430.09,2419.64,2429.94,270965
2017-07-20,2436.06,2443.69,2427.95,2441.84,251916
2017-07-21,2438.78,2451.59,2437.84,2450.06,250131
2017-07-24,2451.41,2451.53,2443.65,2451.53,233407
2017-07-25,2450.76,2453.17,2437.14,2439.9,275199
2017-07-26,2446.82,2446.96,2429.62,2434.51,336108
2017-07-27,2443.28,2448.24,2435.49,2443.24,426497
2017-07-28,2433.46,2434.38,2399.06,2400.99,318651
2017-07-31,2392.02,2403.9,2388.39,2402.71,277570
2017-08-01,2397.12,2432.62,2394.27,2422.96,264036
2017-08-02,2431.94,2434.47,2424.18,2427.63,261569
2017-08-03,2423.21,2423.55,2374.11,2386.85,303575
2017-08-04,2389.74,2400.33,2383.45,2395.45,273565
2017-08-07,2402.57,2412.13,2395.74,2398.75,244123
2017-08-08,2404.68,2410.22,2383.94,2394.73,252853
2017-08-09,2379.7,2387.53,2366.33,2368.39,234073
2017-08-10,2360.95,2371.5,2339.06,2359.47,283873
2017-08-11,2323.06,2335.12,2310.2,2319.71,318581
2017-08-14,2336.02,2341.78,2327.8,2334.22,214025
2017-08-16,2355.74,2358.46,2343.72,2348.26,270520
2017-08-17,2351.61,2364.5,2346.74,2361.67,255766
2017-08-18,2340.19,2362.43,2340.19,2358.37,201479
2017-08-21,2363.38,2363.38,2351.96,2355.0,207225
2017-08-22,2360.29,2369.02,2359.97,2365.33,251864
2017-08-23,2376.53,2379.59,2360.71,2366.4,228615
2017-08-24,2370.12,2382.72,2368.29,2375.84,295530
2017-08-25,2381.47,2384.59,2372.67,2378.51,341960
2017-08-28,2376.38,2383.46,2366.23,2370.3,226868
2017-08-29,2356.2,2364.74,2332.85,2364.74,223089
2017-08-30,2368.13,2372.29,2363.43,2372.29,305636
2017-08-31,2373.96,2377.02,2355.29,2363.19,265050
2017-09-01,2367.45,2370.25,2351.37,2357.69,280059
2017-09-04,2316.89,2344.82,2316.89,2329.65,248494
2017-09-05,2340.62,2340.62,2319.94,2326.62,320428
2017-09-06,2324.84,2325.56,2314.31,2319.82,252681
2017-09-07,2328.94,2349.79,2328.92,2346.19,277036
2017-09-08,2350.19,2351.73,2340.63,2343.72,214592
2017-09-11,2354.86,2369.72,2354.35,2359.08,243612
2017-09-12,2372.02,2372.45,2359.12,2365.47,333573
2017-09-13,2370.54,2373.61,2360.17,2360.18,318871
2017-09-14,2365.54,2377.66,2358.43,2377.66,314262
2017-09-15,2368.44,2386.07,2365.37,2386.07,298738
2017-09-18,2390.58,2418.24,2389.65,2418.21,273477
2017-09-19,2419.3,2422.05,2411.68,2416.05,254585
2017-09-20,2420.82,2429.12,2405.78,2412.2,303285
2017-09-21,2412.01,2415.13,2401.89,2406.5,335339
2017-09-22,2404.35,2409.3,2381.81,2388.71,333616
2017-09-25,2388.77,2392.44,2374.69,2380.4,339345
2017-09-26,2371.62,2381.31,2365.34,2374.32,319124
2017-09-27,2376.89,2377.18,2368.92,2372.57,202618
2017-09-28,2374.1,2379.54,2365.67,2373.14,194772
2017-09-29,2378.66,2394.47,2378.66,2394.47,184191
2017-10-10,2425.63,2443.2,2421.1,2433.81,221744
2017-10-11,2442.49,2458.16,2439.81,2458.16,201771
2017-10-12,2461.7,2474.76,2459.48,2474.76,256211
2017-10-13,2473.65,2479.73,2468.14,2473.62,234800
2017-10-16,2483.17,2487.71,2470.24,2480.05,224414
2017-10-17,2484.96,2487.88,2478.76,2484.37,199049
2017-10-18,2481.53,2490.58,2475.67,2482.91,244245
2017-10-19,2485.72,2490.94,2468.67,2473.06,236625
2017-10-20,2477.3,2489.54,2476.88,2489.54,313210
2017-10-23,2497.65,2500.33,2485.48,2490.05,274201
2017-10-24,2489.31,2497.35,2487.17,2490.49,232007
2017-10-25,2495.87,2497.41,2481.48,2492.5,599434
2017-10-26,2489.6,2495.99,2480.63,2480.63,646882
2017-10-27,2485.44,2499.15,2479.67,2496.63,511225
2017-10-30,2513.87,2513.87,2497.42,2501.93,342006
2017-10-31,2500.21,2528.32,2498.05,2523.43,313787
2017-11-01,2535.97,2556.47,2535.83,2556.47,361796
2017-11-02,2560.34,2561.63,2542.02,2546.36,527727
2017-11-03,2558.37,2558.37,2539.72,2557.97,292766
2017-11-06,2557.29,2559.9,2529.94,2549.41,221187
2017-11-07,2548.3,2554.13,2540.67,2545.44,253921
2017-11-08,2534.48,2558.74,2533.73,2552.4,277039
2017-11-09,2559.93,2559.93,2536.54,2550.57,293539
2017-11-10,2541.18,2547.61,2534.6,2542.95,291525
2017-11-13,2548.27,2552.28,2527.2,2530.35,266530
2017-11-14,2532.55,2532.95,2520.99,2526.64,287771
2017-11-15,2525.6,2526.61,2511.76,2518.25,398215
2017-11-16,2522.42,2538.28,2514.51,2534.79,302931
2017-11-17,2546.05,2559.1,2533.99,2533.99,362192
2017-11-20,2536.8,2542.62,2523.52,2527.67,404259
2017-11-21,2533.85,2539.88,2525.96,2530.7,484887
2017-11-22,2546.61,2553.22,2535.19,2540.51,485670
2017-11-23,2542.34,2544.58,2532.45,2537.15,391292
2017-11-24,2539.79,2544.33,2533.98,2544.33,297938
2017-11-27,2544.74,2546.71,2506.69,2507.81,284887
2017-11-28,2512.52,2521.06,2500.93,2514.19,348243
2017-11-29,2517.26,2524.41,2508.66,2512.9,301208
2017-11-30,2502.22,2506.32,2474.28,2476.37,339022
2017-12-01,2488.92,2488.92,2472.75,2475.41,288567
2017-12-04,2486.72,2501.67,2476.29,2501.67,323846
2017-12-05,2490.73,2513.68,2487.15,2510.12,395429
2017-12-06,2510.19,2510.47,2474.29,2474.37,507624
2017-12-07,2479.55,2480.85,2452.4,2461.98,404853
2017-12-08,2470.09,2473.17,2459.02,2464.0,406381
2017-12-11,2467.81,2471.99,2457.98,2471.49,240137
2017-12-12,2471.23,2471.43,2455.39,2461.0,281191
2017-12-13,2462.42,2481.92,2457.7,2480.55,254953
2017-12-14,2486.57,2514.61,2469.48,2469.48,317786
2017-12-15,2488.39,2495.08,2475.99,2482.07,340758
2017-12-18,2488.83,2488.83,2477.29,2481.88,322765
2017-12-19,2487.83,2498.67,2470.49,2478.53,308390
2017-12-20,2473.82,2484.5,2470.62,2472.37,236176
2017-12-21,2471.34,2471.73,2429.83,2429.83,247330
2017-12-22,2437.59,2444.57,2426.94,2440.54,230412
2017-12-26,2447.67,2457.19,2427.34,2427.34,224640
2017-12-27,2420.86,2436.68,2411.48,2436.67,194850
2017-12-28,2439.31,2467.51,2437.26,2467.49,220336
2018-01-02,2474.86,2481.02,2465.94,2479.65,262205
2018-01-03,2484.63,2493.4,2481.91,2486.35,331094
2018-01-04,2502.5,2502.5,2466.45,2466.46,333836
2018-01-05,2476.85,2497.52,2475.51,2497.52,308769
2018-01-08,2510.7,2515.37,2494.18,2513.28,311429
2018-01-09,2510.73,2524.73,2498.41,2510.23,374322
2018-01-10,2516.33,2516.82,2493.98,2499.75,444022
2018-01-11,2496.86,2502.52,2483.82,2487.91,444340
2018-01-12,2499.87,2500.87,2482.15,2496.42,438775
2018-01-15,2510.97,2513.3,2496.18,2503.73,404550
2018-01-16,2504.16,2524.55,2498.55,2521.74,341606
2018-01-17,2517.19,2521.97,2506.49,2515.43,336712
2018-01-18,2527.67,2532.08,2512.69,2515.81,333112
2018-01-19,2519.67,2524.33,2513.09,2520.26,351845
2018-01-22,2516.9,2517.12,2488.44,2502.11,342994
2018-01-23,2510.35,2536.6,2507.96,2536.6,370007
2018-01-24,2533.86,2547.22,2531.31,2538.0,371087
2018-01-25,2536.96,2564.43,2536.73,2562.23,514605
2018-01-26,2560.69,2574.76,2553.53,2574.76,400648
2018-01-29,2588.87,2607.1,2587.55,2598.19,437474
2018-01-30,2590.41,2599.17,2567.07,2567.74,397038
2018-01-31,2557.37,2597.14,2553.01,2566.46,403051
2018-02-01,2578.91,2583.74,2564.59,2568.54,595147
2018-02-02,2565.99,2565.99,2519.6,2525.39,481817
2018-02-05,2487.34,2503.99,2476.9,2491.75,442349
2018-02-06,2437.02,2460.28,2409.38,2453.31,582836
2018-02-07,2483.72,2484.18,2396.56,2396.56,460075
2018-02-08,2400.17,2423.88,2393.46,2407.62,362415
2018-02-09,2346.73,2372.9,2346.73,2363.77,489112
2018-02-12,2380.49,2397.9,2367.31,2385.38,352288
2018-02-13,2402.89,2421.8,2388.54,2395.19,423415
2018-02-14,2412.47,2426.63,2408.02,2421.83,305739
2018-02-19,2452.52,2455.12,2428.15,2442.82,322137
2018-02-20,2433.35,2438.48,2411.23,2415.12,421485
2018-02-21,2417.73,2432.45,2404.02,2429.65,432275
2018-02-22,2417.18,2422.62,2405.23,2414.28,349492
2018-02-23,2427.13,2451.52,2427.13,2451.52,300578
2018-02-26,2465.35,2466.08,2447.86,2457.65,321259
2018-02-27,2474.08,2480.79,2456.14,2456.14,271231
2018-02-28,2447.11,2460.12,2426.21,2427.36,367556
2018-03-02,2406.57,2410.34,2387.25,2402.16,320397
2018-03-05,2405.92,2407.98,2374.8,2375.06,312254
2018-03-06,2400.67,2413.01,2392.87,2411.41,400110
2018-03-07,2413.39,2429.43,2395.24,2401.82,412971
2018-03-08,2420.67,2433.08,2407.59,2433.08,394848
2018-03-09,2443.43,2476.43,2436.03,2459.45,437265
2018-03-12,2485.64,2489.46,2474.91,2484.12,391303
2018-03-13,2483.05,2494.49,2478.76,2494.49,350203
2018-03-14,2477.43,2486.98,2474.77,2486.08,360865
2018-03-15,2486.0,2496.51,2471.04,2492.38,344009
2018-03-16,2495.11,2497.8,2476.88,2493.97,377766
2018-03-19,2491.99,2493.56,2470.91,2475.03,477219
2018-03-20,2456.8,2485.52,2456.8,2485.52,291495
2018-03-21,2488.22,2492.88,2483.78,2484.97,399073
2018-03-22,2494.84,2508.71,2485.34,2496.02,482138
2018-03-23,2446.73,2450.4,2412.62,2416.76,457952
2018-03-26,2414.68,2437.08,2399.44,2437.08,306904
2018-03-27,2455.0,2456.55,2444.92,2452.06,332128
2018-03-28,2425.94,2430.77,2409.47,2419.29,501307
2018-03-29,2421.7,2439.47,2413.71,2436.37,333359
2018-03-30,2454.1,2458.24,2445.72,2445.85,395329
2018-04-02,2454.72,2467.52,2440.89,2444.16,390319
2018-04-03,2422.26,2442.43,2416.44,2442.43,497140
2018-04-04,2447.97,2447.97,2405.91,2408.06,551703
2018-04-05,2426.92,2446.78,2420.92,2437.52,591042
2018-04-06,2420.88,2433.97,2417.24,2429.58,454309
2018-04-09,2424.15,2446.28,2424.15,2444.08,334424
2018-04-10,2439.94,2454.36,2419.55,2450.74,356390
2018-04-11,2456.53,2458.99,2441.2,2444.22,355187
2018-04-12,2450.95,2454.95,2441.58,2442.71,441568
2018-04-13,2449.42,2457.85,2442.35,2455.07,395886
2018-04-16,2466.04,2466.16,2449.97,2457.49,347173
2018-04-17,2459.39,2465.63,2449.08,2453.77,394700
2018-04-18,2467.55,2486.73,2467.55,2479.98,647285
2018-04-19,2483.26,2490.57,2476.51,2486.1,727030
2018-04-20,2478.59,2485.15,2472.37,2476.33,531718
2018-04-23,2473.7,2478.57,2466.57,2474.11,701423
2018-04-24,2478.47,2479.32,2454.44,2464.14,524280
2018-04-25,2444.19,2453.54,2436.51,2448.81,466095
2018-04-26,2460.62,2484.09,2456.2,2475.64,520917
2018-04-27,2497.75,2508.13,2484.19,2492.4,464957
2018-04-30,2502.29,2515.38,2500.22,2515.38,746291
2018-05-02,2515.75,2516.57,2501.71,2505.61,807588
2018-05-03,2506.94,2507.91,2487.25,2487.25,614102
2018-05-04,2486.47,2487.77,2461.38,2461.38,612024
2018-05-08,2468.45,2479.75,2444.08,2449.81,714734
2018-05-09,2450.71,2451.86,2428.79,2443.98,593365
2018-05-10,2458.67,2464.72,2448.01,2464.16,490004
2018-05-11,2469.3,2483.85,2468.41,2477.71,599900
2018-05-14,2482.97,2486.17,2471.91,2476.11,650707
2018-05-15,2476.87,2480.22,2456.2,2458.54,712619
2018-05-16,2446.64,2465.55,2444.67,2459.82,691813
2018-05-17,2468.72,2472.82,2448.43,2448.45,596771
2018-05-18,2459.73,2461.95,2452.34,2460.65,431376
2018-05-21,2464.07,2472.3,2447.69,2465.57,588088
2018-05-23,2462.98,2476.86,2460.07,2471.91,752675
2018-05-24,2477.48,2481.31,2457.84,2466.01,638125
2018-05-25,2452.8,2466.57,2444.77,2460.8,653592
2018-05-28,2465.0,2482.4,2463.14,2478.96,708362
2018-05-29,2476.7,2479.68,2457.18,2457.25,571836
2018-05-30,2446.81,2449.88,2399.58,2409.03,575922
2018-05-31,2428.83,2430.15,2415.5,2423.01,816930
2018-06-01,2419.63,2445.31,2418.11,2438.96,603023
2018-06-04,2444.62,2452.67,2441.25,2447.76,438929
2018-06-05,2450.39,2455.78,2432.81,2453.76,501363
2018-06-07,2468.26,2478.67,2466.01,2470.58,474146
2018-06-08,2467.88,2468.27,2449.11,2451.58,530159
2018-06-11,2454.25,2470.99,2448.0,2470.15,427946
2018-06-12,2474.78,2479.56,2462.84,2468.83,613166
2018-06-14,2450.86,2451.95,2422.37,2423.48,533448
2018-06-15,2432.18,2433.51,2403.97,2404.04,502361
2018-06-18,2404.68,2405.56,2365.31,2376.24,564818
2018-06-19,2373.12,2379.49,2336.54,2340.11,606304
2018-06-20,2350.24,2374.52,2345.22,2363.91,456004
2018-06-21,2364.16,2370.58,2337.83,2337.83,438264
2018-06-22,2323.08,2357.4,2320.76,2357.22,537263
2018-06-25,2351.89,2361.39,2337.22,2357.88,415079
2018-06-26,2334.75,2358.01,2326.61,2350.92,470914
2018-06-27,2349.38,2358.71,2342.02,2342.03,526625
2018-06-28,2327.37,2335.35,2310.8,2314.24,414370
2018-06-29,2325.68,2329.58,2296.39,2326.13,396663
2018-07-02,2322.23,2327.59,2271.53,2271.54,393265
2018-07-03,2285.88,2287.39,2252.36,2272.76,366027
2018-07-04,2270.95,2280.81,2261.34,2265.46,315103
2018-07-05,2264.74,2274.74,2243.9,2257.55,346883
2018-07-06,2261.44,2283.75,2247.35,2272.87,344433
2018-07-09,2276.92,2294.61,2267.25,2285.8,352638
2018-07-10,2299.09,2305.84,2292.13,2294.16,339918
2018-07-11,2277.22,2287.08,2262.77,2280.62,422988
2018-07-12,2285.93,2298.56,2277.73,2285.06,364407
2018-07-13,2293.07,2313.8,2293.07,2310.9,291562
2018-07-16,2312.26,2317.84,2299.79,2301.99,297122
2018-07-17,2302.95,2306.07,2290.24,2297.92,379033
2018-07-18,2313.78,2319.39,2287.1,2290.11,402771
2018-07-19,2298.91,2300.18,2278.94,2282.29,464516
2018-07-20,2281.36,2293.34,2269.55,2289.19,353236
2018-07-23,2289.61,2289.61,2264.42,2269.31,334290
2018-07-24,2273.15,2284.43,2263.13,2280.2,436133
2018-07-25,2284.38,2292.61,2269.67,2273.03,309319
2018-07-26,2284.51,2297.16,2276.54,2289.06,303334
2018-07-27,2292.33,2295.27,2284.44,2294.99,262143
2018-07-30,2290.18,2296.91,2283.29,2293.51,206497
2018-07-31,2292.23,2296.6,2286.02,2295.26,223927
2018-08-01,2301.17,2312.65,2301.13,2307.07,219034
2018-08-02,2304.14,2306.72,2265.46,2270.2,352056
2018-08-03,2278.33,2288.93,2272.94,2287.68,270494
2018-08-06,2288.51,2300.38,2283.26,2286.5,244548
2018-08-07,2290.85,2301.27,2279.55,2300.16,230339
2018-08-08,2305.73,2308.6,2298.41,2301.45,299691
2018-08-09,2303.04,2303.71,2291.91,2303.71,244882
2018-08-10,2295.21,2295.62,2277.89,2282.79,286161
2018-08-13,2266.43,2271.82,2238.55,2248.45,335380
2018-08-14,2249.86,2262.52,2247.37,2258.91,255216
2018-08-16,2233.05,2244.08,2218.09,2240.8,312519
2018-08-17,2244.61,2250.92,2240.14,2247.05,238377
2018-08-20,2257.35,2264.42,2245.06,2247.88,271600
2018-08-21,2248.04,2272.86,2244.59,2270.06,294337
2018-08-22,2273.68,2280.31,2268.91,2273.33,269270
2018-08-23,2282.57,2282.88,2268.06,2282.6,338386
2018-08-24,2276.16,2295.22,2271.35,2293.21,347291
2018-08-27,2297.32,2302.87,2289.41,2299.3,307044
2018-08-28,2312.14,2314.6,2299.45,2303.12,276889
2018-08-29,2304.66,2309.88,2300.21,2309.03,268214
2018-08-30,2313.11,2320.85,2305.46,2307.35,286926
2018-08-31,2298.13,2322.88,2295.72,2322.88,255908
2018-09-03,2317.93,2318.72,2302.17,2307.03,230513
2018-09-04,2308.96,2317.74,2302.17,2315.72,277014
2018-09-05,2310.9,2315.43,2288.01,2291.77,358187
2018-09-06,2288.8,2298.47,2284.5,2287.61,387510
2018-09-07,2278.08,2286.82,2264.9,2281.58,357560
2018-09-10,2277.35,2289.38,2276.6,2288.66,312612
2018-09-11,2286.91,2295.76,2275.13,2283.2,368210
2018-09-12,2286.28,2289.66,2271.0,2282.92,336830
2018-09-13,2285.28,2291.51,2281.63,2286.23,301308
2018-09-14,2304.7,2318.65,2304.15,2318.25,292236
2018-09-17,2314.55,2314.55,2295.26,2303.01,343167
2018-09-18,2287.73,2310.97,2287.42,2308.98,309235
2018-09-19,2319.22,2319.22,2301.79,2308.46,350949
2018-09-20,2314.41,2334.04,2311.56,2323.45,289085
2018-09-21,2332.04,2339.17,2325.12,2339.17,321703
2018-09-27,2331.7,2355.43,2331.7,2355.43,279230
2018-09-28,2356.13,2356.62,2337.47,2343.07,317870
2018-10-01,2349.64,2352.11,2333.32,2338.88,278310
2018-10-02,2338.28,2341.55,2308.9,2309.57,287868
2018-10-04,2311.06,2311.06,2270.22,2274.49,309502
2018-10-05,2269.94,2278.12,2250.99,2267.52,282139
2018-10-08,2258.73,2273.71,2253.83,2253.83,214644
2018-10-10,2256.03,2257.52,2222.95,2228.61,365683
2018-10-11,2176.16,2186.69,2129.67,2129.67,411919
2018-10-12,2131.66,2173.01,2129.13,2161.85,292573
2018-10-15,2155.34,2159.23,2141.28,2145.12,259176
2018-10-16,2156.0,2161.76,2140.19,2145.12,222512
2018-10-17,2169.44,2182.77,2159.37,2167.51,275159
2018-10-18,2158.8,2168.01,2146.61,2148.31,321762
